"filename", "language", "PHP", "HTML", "Markdown", "SQL", "JavaScript", "CSS", "SCSS", "comment", "blank", "total"
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\search.js", "JavaScript", 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\settings.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\settingsLoad.js", "JavaScript", 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\tweet.js", "JavaScript", 0, 0, 0, 0, 110, 0, 0, 1, 22, 133
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\tweetActions.js", "JavaScript", 0, 0, 0, 0, 100, 0, 0, 1, 23, 124
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\js\userData.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 5, 6
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\login.html", "HTML", 0, 31, 0, 0, 0, 0, 0, 0, 14, 45
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\notifications.html", "HTML", 0, 204, 0, 0, 0, 0, 0, 3, 57, 264
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\profile.html", "HTML", 0, 190, 0, 0, 0, 0, 0, 4, 58, 252
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\settings.html", "HTML", 0, 198, 0, 0, 0, 0, 0, 3, 54, 255
"c:\Users\chris\Documents\GitHub\twitter-clone\frontend\tweet.html", "HTML", 0, 184, 0, 0, 0, 0, 0, 3, 55, 242
"Total", "-", 885, 1537, 165, 128, 1127, 1083, 1093, 217, 1522, 7757
